"section","module","path","review_focus","priority","status","notes"
"Backend","Notifications","budgetwise-api/src/notifications/dto/list-notifications.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Notifications","budgetwise-api/src/notifications/notifications.controller.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Notifications","budgetwise-api/src/notifications/notifications.module.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Notifications","budgetwise-api/src/notifications/notifications.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Prisma Module","budgetwise-api/src/prisma/prisma.module.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Prisma Module","budgetwise-api/src/prisma/prisma.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Prisma Setup & Seed","budgetwise-api/prisma/seed.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Reports","budgetwise-api/src/reports/report-cache.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Reports","budgetwise-api/src/reports/reports.controller.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Reports","budgetwise-api/src/reports/reports.module.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Reports","budgetwise-api/src/reports/reports.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","High","TODO",""
"Backend","Reports","budgetwise-api/src/reports/types/report.types.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Scheduled Transactions","budgetwise-api/src/scheduled-transactions/dto/create-scheduled-transaction.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Scheduled Transactions","budgetwise-api/src/scheduled-transactions/dto/update-scheduled-transaction.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Scheduled Transactions","budgetwise-api/src/scheduled-transactions/scheduled-transactions.controller.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Scheduled Transactions","budgetwise-api/src/scheduled-transactions/scheduled-transactions.module.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Scheduled Transactions","budgetwise-api/src/scheduled-transactions/scheduled-transactions.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","High","TODO",""
"Backend","Scheduled Transactions","budgetwise-api/src/scheduled-transactions/scheduled-transactions-cron.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Transactions","budgetwise-api/src/transactions/dto/create-transaction.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Transactions","budgetwise-api/src/transactions/dto/filter-transactions.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Transactions","budgetwise-api/src/transactions/dto/update-transaction.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Transactions","budgetwise-api/src/transactions/transactions.controller.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Transactions","budgetwise-api/src/transactions/transactions.module.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","Transactions","budgetwise-api/src/transactions/transactions.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","High","TODO",""
"Backend","User","budgetwise-api/src/user/currency.constants.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","User","budgetwise-api/src/user/dto/unsubscribe-email.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","User","budgetwise-api/src/user/dto/update-user-preferences.dto.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","User","budgetwise-api/src/user/user.controller.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","User","budgetwise-api/src/user/user.module.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","Normal","TODO",""
"Backend","User","budgetwise-api/src/user/user.service.ts","Behavior, auth/tenant safety, DTO validation, error handling, performance","High","TODO",""
"Frontend","Accounts","budgetwise-ui/src/app/pages/accounts/account-dialog/account-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Accounts","budgetwise-ui/src/app/pages/accounts/accounts.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Accounts","budgetwise-ui/src/app/pages/accounts/accounts.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Accounts","budgetwise-ui/src/app/pages/accounts/accounts.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","App Shell","budgetwise-ui/src/app/app.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","App Shell","budgetwise-ui/src/app/app.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","App Shell","budgetwise-ui/src/app/app.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","High","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/callback/callback.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/forgot-password/forgot-password.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/forgot-password/forgot-password.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/forgot-password/forgot-password.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/login/login.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/login/login.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/login/login.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/register/register.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/register/register.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/register/register.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/reset-password/reset-password.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/reset-password/reset-password.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/reset-password/reset-password.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/verify-email/verify-email.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/verify-email/verify-email.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Auth","budgetwise-ui/src/app/pages/auth/verify-email/verify-email.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Budgets","budgetwise-ui/src/app/pages/budgets/budget-dialog/budget-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Budgets","budgetwise-ui/src/app/pages/budgets/budgets.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Budgets","budgetwise-ui/src/app/pages/budgets/budgets.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Budgets","budgetwise-ui/src/app/pages/budgets/budgets.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Budgets","budgetwise-ui/src/app/pages/budgets/copy-budgets-dialog/copy-budgets-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Categories","budgetwise-ui/src/app/pages/categories/categories.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Categories","budgetwise-ui/src/app/pages/categories/categories.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Categories","budgetwise-ui/src/app/pages/categories/categories.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Categories","budgetwise-ui/src/app/pages/categories/category-dialog.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Constants","budgetwise-ui/src/app/core/constants/providers.constants.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Guards","budgetwise-ui/src/app/core/guards/auth.guard.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Guards","budgetwise-ui/src/app/core/guards/guest.guard.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Guards","budgetwise-ui/src/app/core/guards/verify-email.guard.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Interceptors","budgetwise-ui/src/app/core/interceptors/auth.interceptor.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/account.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/budget.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/category.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/chat.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/goal.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/notification.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/report.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/scheduled-transaction.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/transaction.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/usage-limits.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Models","budgetwise-ui/src/app/core/models/user-preferences.model.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/accounts.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/auth.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/budgets.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/categories.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/chat.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/currency.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/goals.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/network-status.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/notifications.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/onboarding-ui.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/reports.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/scheduled-transactions.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/supabase.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/theme.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/transactions.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Services","budgetwise-ui/src/app/core/services/user.service.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Core Utilities","budgetwise-ui/src/app/core/utils/date.util.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Dashboard","budgetwise-ui/src/app/pages/dashboard/dashboard.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Dashboard","budgetwise-ui/src/app/pages/dashboard/dashboard.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Dashboard","budgetwise-ui/src/app/pages/dashboard/dashboard.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Email Preferences","budgetwise-ui/src/app/pages/email-preferences/email-unsubscribe.component.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Email Preferences","budgetwise-ui/src/app/pages/email-preferences/email-unsubscribe.component.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Email Preferences","budgetwise-ui/src/app/pages/email-preferences/email-unsubscribe.component.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Environment Templates","budgetwise-ui/src/environments/environment.prod.example.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Frontend Bootstrap & Styles","budgetwise-ui/src/app/app.config.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","High","TODO",""
"Frontend","Frontend Bootstrap & Styles","budgetwise-ui/src/app/app.routes.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","High","TODO",""
"Frontend","Frontend Bootstrap & Styles","budgetwise-ui/src/index.html","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Frontend Bootstrap & Styles","budgetwise-ui/src/main.ts","State flow, UX edge cases, accessibility, responsiveness, API integration","Normal","TODO",""
"Frontend","Frontend Bootstrap & Styles","budgetwise-ui/src/styles.scss","UX correctness, responsiveness, accessibility, visual regressions","Normal","TODO",""
"Frontend","Frontend Brand Assets","budgetwise-ui/src/assets/icons/apple-touch-icon.png","Asset relevance, branding consistency, size/format sanity","Normal","TODO",""
